sample_id,text_length,regret_factor,emotion_joy,emotion_anger,emotion_surprise,emotion_disgust,emotion_sadness,emotion_shame,emotion_fear,bentham_intensity,bentham_duration,bentham_certainty,bentham_propinquity,surd_selection,surd_uncertainty,surd_risk,surd_decision
2761,500,0.4,0.05,0.1,0.15,0.1,0.35,0.1,0.15,0.6,0.8,0.7,0.3,0.7,0.4,0.5,0.8
2762,500,0.6,0.05,0.0,0.15,0.1,0.3,0.2,0.2,0.7,0.3,0.9,1.0,0.4,0.3,0.2,0.5
2763,500,0.2,0.05,0.1,0.15,0.1,0.2,0.15,0.25,0.6,0.7,0.8,0.9,0.7,0.4,0.6,0.8
2764,500,0.4,0.3,0.25,0.15,0.05,0.1,0.1,0.05,0.4,0.6,0.3,0.9,0.8,0.7,0.8,0.7
2765,500,0.3,0.05,0.08,0.15,0.07,0.25,0.25,0.15,0.65,0.8,0.85,0.9,0.7,0.4,0.6,0.75
2766,500,0.15,0.05,0.02,0.15,0.08,0.25,0.25,0.2,0.7,0.4,0.85,0.9,0.8,0.3,0.6,0.9
2767,500,0.15,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.7,0.6,0.8,0.6,0.7,0.5,0.4
2768,500,0.65,0.15,0.1,0.2,0.05,0.25,0.15,0.1,0.4,0.8,0.7,0.6,0.3,0.6,0.5,0.7
2769,500,0.4,0.05,0.1,0.25,0.05,0.25,0.2,0.1,0.6,0.7,0.5,0.8,0.3,0.7,0.8,0.9
2770,500,0.3,0.05,0.15,0.25,0.2,0.15,0.1,0.1,0.7,0.8,0.6,0.9,0.4,0.7,0.8,0.6
2771,500,0.2,0.05,0.1,0.0,0.15,0.3,0.25,0.15,0.4,0.3,0.8,0.9,0.3,0.4,0.2,0.5
2772,113,0.3,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.2,0.7,0.8,0.6,0.4,0.3,0.5
2773,500,0.6,0.05,0.15,0.2,0.05,0.3,0.1,0.15,0.4,0.7,0.5,0.8,0.7,0.6,0.5,0.8
2774,500,0.4,0.15,0.1,0.2,0.25,0.15,0.1,0.05,0.4,0.3,0.5,0.8,0.7,0.8,0.5,0.6
2775,134,0.15,0.4,0.1,0.05,0.2,0.05,0.1,0.1,0.2,0.1,0.9,0.8,0.9,0.2,0.1,0.2
2776,500,0.3,0.05,0.02,0.15,0.08,0.2,0.2,0.3,0.7,0.3,0.8,0.9,0.6,0.4,0.3,0.5
2777,500,0.4,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.3,0.4,0.5,0.8,0.7,0.6,0.3,0.4
2778,500,0.6,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.7,0.8,0.5,0.9,0.7,0.8,0.6,0.9
2779,500,0.15,0.05,0.1,0.15,0.2,0.1,0.2,0.2,0.4,0.3,0.8,0.9,0.7,0.3,0.4,0.5
2780,500,0.4,0.3,0.15,0.1,0.05,0.25,0.05,0.1,0.3,0.2,0.8,0.9,0.7,0.3,0.4,0.5
2781,500,0.4,0.05,0.1,0.2,0.1,0.25,0.15,0.15,0.4,0.6,0.7,0.8,0.6,0.4,0.5,0.7
2782,500,0.3,0.05,0.1,0.15,0.2,0.2,0.2,0.1,0.6,0.4,0.8,0.7,0.6,0.4,0.5,0.7
2783,500,0.3,0.05,0.1,0.1,0.15,0.2,0.25,0.15,0.6,0.8,0.9,0.9,0.7,0.4,0.5,0.8
2784,500,0.2,0.1,0.05,0.15,0.05,0.25,0.3,0.1,0.3,0.4,0.8,0.9,0.3,0.2,0.3,0.2
2785,500,0.75,0.05,0.08,0.22,0.05,0.25,0.15,0.2,0.85,0.7,0.65,0.9,0.4,0.55,0.8,0.85
2786,500,0.65,0.05,0.15,0.2,0.05,0.25,0.15,0.15,0.7,0.8,0.6,0.9,0.4,0.7,0.8,0.85
2787,500,0.1,0.05,0.05,0.15,0.1,0.2,0.3,0.15,0.6,0.8,0.7,0.9,0.3,0.4,0.5,0.6
2788,500,0.15,0.1,0.15,0.05,0.05,0.2,0.25,0.2,0.6,0.7,0.8,0.9,0.4,0.6,0.7,0.5
2789,500,0.3,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.6,0.7,0.5,0.8,0.4,0.5,0.6,0.3
2790,500,0.4,0.1,0.05,0.2,0.05,0.35,0.15,0.1,0.7,0.8,0.9,0.8,0.3,0.4,0.5,0.7
2791,500,0.15,0.05,0.0,0.2,0.1,0.25,0.2,0.2,0.7,0.8,0.6,0.9,0.3,0.4,0.7,0.6
2792,500,0.3,0.15,0.2,0.25,0.05,0.2,0.1,0.05,0.4,0.7,0.3,0.8,0.6,0.7,0.8,0.9
2793,500,0.25,0.3,0.15,0.2,0.05,0.15,0.1,0.05,0.4,0.7,0.6,0.8,0.6,0.7,0.5,0.4
2794,500,0.4,0.2,0.15,0.25,0.1,0.15,0.05,0.1,0.3,0.7,0.4,0.6,0.8,0.7,0.4,0.6
2795,500,0.2,0.3,0.1,0.05,0.15,0.25,0.1,0.05,0.4,0.6,0.3,0.7,0.2,0.7,0.3,0.4
2796,474,0.2,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.4,0.3,0.7,0.8,0.6,0.4,0.3,0.5
2797,500,0.7,0.05,0.1,0.25,0.15,0.3,0.05,0.1,0.6,0.4,0.3,0.8,0.6,0.7,0.5,0.8
2798,500,0.15,0.05,0.02,0.08,0.1,0.15,0.35,0.25,0.7,0.6,0.8,0.9,0.7,0.3,0.4,0.6
2799,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.8,0.7,0.9,0.9,0.7,0.4,0.6,0.8
2800,500,0.25,0.35,0.15,0.12,0.05,0.18,0.08,0.07,0.65,0.85,0.7,0.9,0.75,0.4,0.35,0.8
2801,500,0.4,0.05,0.1,0.25,0.05,0.3,0.1,0.15,0.7,0.8,0.6,0.9,0.8,0.7,0.6,0.9
2802,500,0.1,0.4,0.25,0.15,0.1,0.05,0.03,0.02,0.7,0.9,0.8,0.9,0.8,0.3,0.2,0.9
2803,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.4,0.2,0.7,0.8,0.6,0.4,0.3,0.5
2804,500,0.65,0.05,0.08,0.25,0.12,0.22,0.18,0.1,0.7,0.4,0.6,0.8,0.6,0.7,0.8,0.75
2805,280,0.3,0.05,0.1,0.15,0.1,0.2,0.15,0.25,0.7,0.4,0.5,0.9,0.6,0.7,0.5,0.4
2806,500,0.4,0.05,0.15,0.25,0.15,0.2,0.1,0.1,0.6,0.8,0.7,0.9,0.3,0.8,0.7,0.8
2807,500,0.3,0.1,0.05,0.3,0.05,0.25,0.15,0.1,0.4,0.7,0.5,0.8,0.3,0.7,0.6,0.5
2808,500,0.6,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.4,0.7,0.5,0.8,0.4,0.7,0.6,0.5
2809,500,0.3,0.05,0.1,0.15,0.0,0.3,0.2,0.2,0.6,0.7,0.8,0.9,0.7,0.4,0.3,0.6
2810,500,0.65,0.05,0.08,0.15,0.05,0.35,0.22,0.1,0.75,0.85,0.9,0.95,0.3,0.7,0.8,0.85
2811,500,0.15,0.05,0.02,0.08,0.03,0.42,0.22,0.18,0.75,0.85,0.9,0.95,0.65,0.3,0.45,0.7
2812,500,0.65,0.1,0.05,0.35,0.05,0.2,0.05,0.2,0.4,0.7,0.3,0.8,0.7,0.8,0.6,0.7
2813,500,0.4,0.05,0.08,0.15,0.12,0.35,0.15,0.1,0.65,0.3,0.45,0.9,0.4,0.8,0.6,0.7
2814,500,0.65,0.05,0.1,0.25,0.05,0.2,0.2,0.15,0.7,0.8,0.6,0.9,0.3,0.7,0.6,0.8
2815,500,0.6,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.7,0.5,0.8,0.9,0.8,0.3,0.6,0.7
2816,500,0.3,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.4,0.7,0.6,0.8,0.6,0.7,0.5,0.8
2817,500,0.3,0.05,0.15,0.1,0.05,0.2,0.3,0.15,0.4,0.6,0.7,0.9,0.8,0.4,0.3,0.5
2818,500,0.3,0.05,0.1,0.15,0.05,0.25,0.25,0.15,0.6,0.7,0.8,0.9,0.4,0.3,0.5,0.6
2819,500,0.3,0.3,0.15,0.2,0.1,0.1,0.05,0.1,0.8,0.6,0.4,0.9,0.7,0.8,0.6,0.9
2820,500,0.4,0.05,0.15,0.2,0.05,0.25,0.15,0.15,0.6,0.7,0.8,0.9,0.7,0.5,0.6,0.7
2821,500,0.6,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.7,0.3,0.5,0.7,0.6,0.4,0.5
2822,500,0.4,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.6,0.4,0.7,0.9,0.8,0.4,0.5,0.7
2823,500,0.3,0.15,0.2,0.25,0.05,0.2,0.1,0.05,0.4,0.7,0.6,0.8,0.7,0.4,0.3,0.5
2824,500,0.7,0.05,0.1,0.15,0.1,0.3,0.15,0.15,0.8,0.6,0.4,0.9,0.3,0.6,0.7,0.8
2825,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.6,0.4,0.7,0.9,0.8,0.6,0.7,0.8
2826,500,0.65,0.05,0.08,0.12,0.05,0.35,0.2,0.15,0.7,0.8,0.6,0.9,0.4,0.7,0.5,0.8
2827,500,0.7,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.6,0.3,0.8,0.7,0.8,0.4,0.6
2828,500,0.3,0.2,0.1,0.15,0.15,0.1,0.2,0.1,0.4,0.3,0.7,0.9,0.8,0.6,0.3,0.5
2829,500,0.3,0.1,0.05,0.25,0.05,0.15,0.2,0.2,0.4,0.3,0.6,0.8,0.7,0.5,0.6,0.7
2830,500,0.4,0.05,0.15,0.2,0.1,0.25,0.15,0.1,0.5,0.7,0.6,0.9,0.6,0.8,0.5,0.7
2831,500,0.3,0.05,0.1,0.2,0.05,0.2,0.2,0.2,0.6,0.7,0.4,0.8,0.7,0.8,0.6,0.7
2832,500,0.3,0.05,0.05,0.15,0.2,0.15,0.2,0.2,0.6,0.3,0.7,0.9,0.7,0.6,0.4,0.5
2833,500,0.8,0.1,0.15,0.05,0.05,0.4,0.1,0.15,0.6,0.8,0.7,0.4,0.3,0.6,0.4,0.7
2834,500,0.65,0.05,0.15,0.2,0.1,0.2,0.15,0.15,0.4,0.6,0.7,0.9,0.8,0.6,0.7,0.5
2835,500,0.2,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.3,0.8,0.6,0.9,0.4,0.6,0.5,0.3
2836,500,0.2,0.1,0.05,0.3,0.15,0.1,0.25,0.05,0.7,0.3,0.8,0.9,0.6,0.4,0.5,0.7
2837,500,0.4,0.1,0.15,0.3,0.1,0.15,0.2,0.0,0.3,0.6,0.4,0.8,0.7,0.8,0.75,0.8
2838,500,0.7,0.1,0.05,0.15,0.1,0.2,0.25,0.15,0.4,0.6,0.3,0.8,0.6,0.7,0.5,0.4
2839,500,0.4,0.05,0.02,0.35,0.08,0.2,0.15,0.15,0.7,0.6,0.8,0.9,0.3,0.7,0.8,0.6
2840,500,0.4,0.05,0.05,0.1,0.05,0.15,0.3,0.3,0.6,0.3,0.8,0.9,0.7,0.3,0.4,0.5
2841,500,0.3,0.2,0.05,0.15,0.1,0.2,0.2,0.1,0.7,0.6,0.8,0.9,0.4,0.6,0.7,0.8
2842,500,0.15,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.4,0.7,0.9,0.4,0.3,0.5,0.6
2843,500,0.3,0.05,0.15,0.25,0.05,0.2,0.15,0.15,0.6,0.7,0.4,0.8,0.7,0.8,0.6,0.9
2844,19,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.8,0.3,0.2
2845,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.4,0.7,0.8,0.7,0.5,0.4,0.6
2846,500,0.65,0.05,0.0,0.45,0.1,0.15,0.05,0.2,0.8,0.4,0.6,0.9,0.3,0.8,0.9,0.7
2847,500,0.4,0.05,0.1,0.35,0.15,0.2,0.05,0.1,0.3,0.8,0.6,0.9,0.3,0.7,0.4,0.5
2848,500,0.3,0.05,0.0,0.1,0.0,0.25,0.35,0.25,0.65,0.8,0.9,0.9,0.4,0.6,0.5,0.7
2849,500,0.75,0.05,0.15,0.1,0.05,0.3,0.2,0.15,0.6,0.4,0.8,0.9,0.7,0.4,0.5,0.8
2850,500,0.7,0.05,0.1,0.3,0.1,0.25,0.1,0.1,0.6,0.8,0.4,0.3,0.3,0.7,0.6,0.4
2851,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.4,0.7,0.9,0.4,0.5,0.6,0.7
2852,500,0.7,0.05,0.1,0.2,0.0,0.3,0.15,0.2,0.4,0.6,0.5,0.8,0.3,0.6,0.5,0.7
2853,500,0.6,0.1,0.15,0.05,0.05,0.2,0.25,0.2,0.4,0.7,0.8,0.9,0.3,0.6,0.7,0.5
2854,500,0.35,0.05,0.03,0.15,0.07,0.25,0.2,0.25,0.75,0.65,0.8,0.9,0.4,0.45,0.6,0.7
2855,500,0.4,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.3,0.4,0.7,0.8,0.7,0.4,0.5,0.6
2856,500,0.3,0.05,0.1,0.2,0.1,0.15,0.25,0.15,0.6,0.8,0.7,0.9,0.4,0.7,0.8,0.9
2857,500,0.1,0.05,0.02,0.15,0.08,0.1,0.2,0.4,0.7,0.8,0.9,0.9,0.8,0.3,0.4,0.7
2858,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.6,0.8,0.7,0.9,0.7,0.6,0.7,0.8
2859,500,0.3,0.05,0.15,0.3,0.05,0.2,0.1,0.15,0.4,0.7,0.8,0.9,0.6,0.7,0.8,0.7
2860,274,0.4,0.3,0.15,0.05,0.1,0.25,0.1,0.05,0.3,0.5,0.8,0.9,0.4,0.6,0.2,0.3
2861,500,0.4,0.15,0.2,0.1,0.05,0.3,0.1,0.1,0.4,0.3,0.5,0.8,0.6,0.7,0.4,0.5
2862,500,0.4,0.1,0.15,0.15,0.05,0.3,0.15,0.1,0.6,0.8,0.7,0.9,0.8,0.6,0.5,0.7
2863,500,0.4,0.05,0.1,0.3,0.05,0.3,0.1,0.1,0.7,0.8,0.6,0.9,0.4,0.7,0.8,0.7
2864,500,0.3,0.3,0.15,0.2,0.05,0.15,0.05,0.1,0.4,0.3,0.5,0.8,0.7,0.6,0.4,0.5
2865,500,0.7,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.8,0.9,0.7,0.9,0.6,0.4,0.8,0.7
2866,500,0.1,0.4,0.25,0.15,0.1,0.05,0.03,0.02,0.7,0.6,0.5,0.9,0.8,0.4,0.3,0.6
2867,500,0.4,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.65,0.7,0.5,0.8,0.3,0.7,0.8,0.6
2868,500,0.4,0.05,0.1,0.15,0.05,0.35,0.15,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.6,0.9
2869,334,0.2,0.15,0.2,0.15,0.05,0.2,0.15,0.1,0.4,0.6,0.3,0.7,0.8,0.6,0.4,0.7
2870,301,0.3,0.05,0.15,0.1,0.05,0.2,0.25,0.2,0.4,0.3,0.6,0.8,0.6,0.7,0.5,0.7
2871,500,0.65,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.8,0.3,0.7,0.4,0.7,0.6,0.8
2872,500,0.4,0.05,0.0,0.35,0.1,0.2,0.15,0.15,0.65,0.3,0.4,0.9,0.2,0.8,0.7,0.6
2873,500,0.65,0.15,0.05,0.25,0.1,0.2,0.15,0.1,0.4,0.3,0.2,0.8,0.6,0.7,0.8,0.5
2874,500,0.4,0.1,0.15,0.2,0.05,0.2,0.15,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.8
2875,500,0.3,0.05,0.15,0.1,0.05,0.45,0.1,0.1,0.4,0.8,0.6,0.7,0.6,0.4,0.5,0.7
2876,500,0.7,0.05,0.15,0.2,0.1,0.2,0.15,0.15,0.8,0.9,0.6,0.9,0.3,0.8,0.7,0.9
2877,500,0.6,0.1,0.15,0.2,0.05,0.2,0.15,0.15,0.7,0.5,0.4,0.9,0.7,0.6,0.5,0.8
2878,500,0.85,0.05,0.15,0.1,0.05,0.35,0.15,0.15,0.7,0.9,0.8,0.3,0.2,0.4,0.3,0.6
2879,500,0.3,0.05,0.08,0.45,0.02,0.25,0.1,0.05,0.65,0.8,0.7,0.9,0.2,0.8,0.7,0.6
2880,500,0.15,0.05,0.1,0.25,0.1,0.2,0.2,0.1,0.6,0.7,0.8,0.9,0.4,0.6,0.7,0.5
2881,500,0.7,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.6,0.3,0.8,0.6,0.8,0.7,0.8
2882,500,0.75,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.6,0.8,0.7,0.3,0.6,0.4,0.7,0.8
2883,500,0.4,0.1,0.05,0.15,0.05,0.3,0.2,0.15,0.6,0.8,0.7,0.9,0.8,0.6,0.7,0.9
2884,500,0.65,0.05,0.1,0.25,0.05,0.3,0.1,0.15,0.7,0.8,0.6,0.9,0.4,0.7,0.8,0.9
2885,500,0.4,0.15,0.05,0.25,0.05,0.2,0.15,0.15,0.6,0.7,0.8,0.9,0.8,0.4,0.6,0.7
2886,500,0.7,0.05,0.1,0.25,0.05,0.35,0.1,0.1,0.6,0.8,0.4,0.9,0.6,0.8,0.7,0.9
2887,500,0.2,0.1,0.05,0.0,0.0,0.25,0.3,0.3,0.4,0.3,0.8,0.9,0.3,0.4,0.2,0.3
2888,500,0.4,0.15,0.1,0.2,0.05,0.25,0.1,0.15,0.6,0.7,0.4,0.8,0.6,0.7,0.5,0.8
2889,409,0.65,0.15,0.05,0.2,0.05,0.2,0.15,0.2,0.3,0.4,0.8,0.9,0.8,0.3,0.2,0.6
2890,500,0.15,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.4,0.7,0.8,0.9,0.6,0.4,0.7,0.8
2891,500,0.3,0.15,0.1,0.25,0.05,0.25,0.1,0.1,0.4,0.7,0.5,0.8,0.6,0.7,0.6,0.8
2892,500,0.65,0.05,0.02,0.15,0.03,0.45,0.15,0.15,0.7,0.9,0.8,0.6,0.7,0.5,0.6,0.8
2893,500,0.3,0.1,0.2,0.15,0.05,0.25,0.1,0.15,0.6,0.8,0.4,0.9,0.7,0.6,0.5,0.8
2894,500,0.15,0.3,0.15,0.1,0.05,0.2,0.1,0.1,0.7,0.8,0.6,0.9,0.8,0.6,0.7,0.9
2895,500,0.65,0.15,0.2,0.1,0.05,0.2,0.15,0.15,0.6,0.8,0.9,0.7,0.4,0.6,0.7,0.8
2896,500,0.65,0.05,0.15,0.12,0.0,0.25,0.18,0.25,0.4,0.6,0.8,0.9,0.7,0.4,0.6,0.7
2897,500,0.45,0.05,0.02,0.15,0.03,0.35,0.25,0.15,0.65,0.75,0.6,0.85,0.7,0.45,0.65,0.8
2898,500,0.4,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.7,0.5,0.8,0.8,0.6,0.7,0.9
2899,500,0.2,0.05,0.02,0.15,0.03,0.35,0.25,0.15,0.7,0.9,0.6,0.8,0.7,0.8,0.6,0.9
2900,500,0.65,0.15,0.2,0.12,0.08,0.25,0.1,0.1,0.7,0.8,0.6,0.9,0.7,0.8,0.85,0.75
2901,500,0.4,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.3,0.6,0.7,0.9,0.7,0.5,0.4,0.6
2902,500,0.3,0.3,0.2,0.1,0.05,0.2,0.1,0.05,0.4,0.7,0.6,0.8,0.6,0.4,0.3,0.5
2903,500,0.3,0.05,0.15,0.25,0.05,0.2,0.1,0.2,0.6,0.7,0.4,0.8,0.4,0.7,0.6,0.7
2904,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.4,0.7,0.6,0.8,0.6,0.7,0.5,0.7
2905,500,0.4,0.1,0.2,0.15,0.05,0.25,0.15,0.1,0.4,0.6,0.7,0.8,0.6,0.4,0.5,0.7
2906,327,0.4,0.15,0.05,0.2,0.1,0.15,0.15,0.2,0.3,0.4,0.8,0.9,0.7,0.3,0.4,0.2
2907,500,0.2,0.3,0.25,0.05,0.05,0.15,0.1,0.1,0.4,0.7,0.8,0.9,0.7,0.3,0.4,0.6
2908,500,0.2,0.1,0.05,0.15,0.05,0.35,0.15,0.15,0.7,0.4,0.3,0.9,0.6,0.7,0.5,0.8
2909,500,0.4,0.05,0.15,0.2,0.1,0.25,0.15,0.1,0.4,0.3,0.7,0.9,0.3,0.4,0.2,0.5
2910,500,0.4,0.1,0.2,0.15,0.05,0.3,0.1,0.1,0.3,0.7,0.6,0.9,0.6,0.4,0.3,0.5
2911,500,0.4,0.1,0.05,0.15,0.2,0.2,0.2,0.1,0.5,0.3,0.8,0.9,0.6,0.7,0.4,0.5
2912,487,0.65,0.05,0.1,0.25,0.05,0.15,0.2,0.2,0.4,0.3,0.5,0.8,0.7,0.6,0.4,0.5
2913,500,0.4,0.15,0.1,0.25,0.1,0.2,0.1,0.1,0.4,0.3,0.5,0.8,0.6,0.7,0.5,0.6
2914,500,0.15,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.7,0.8,0.6,0.9,0.6,0.7,0.8,0.9
2915,500,0.35,0.05,0.08,0.22,0.12,0.28,0.1,0.15,0.75,0.65,0.45,0.9,0.6,0.85,0.7,0.8
2916,500,0.3,0.05,0.1,0.2,0.0,0.35,0.15,0.15,0.7,0.9,0.8,0.6,0.4,0.3,0.6,0.8
2917,500,0.4,0.15,0.2,0.15,0.1,0.15,0.15,0.1,0.6,0.8,0.9,0.9,0.8,0.3,0.5,0.9
2918,500,0.4,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.4,0.3,0.8,0.9,0.3,0.6,0.2,0.4
2919,476,0.15,0.4,0.2,0.15,0.05,0.1,0.05,0.05,0.6,0.8,0.4,0.9,0.8,0.7,0.5,0.7
2920,500,0.4,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.6,0.7,0.5,0.8,0.6,0.7,0.4,0.5
2921,500,0.2,0.05,0.1,0.0,0.0,0.15,0.4,0.3,0.6,0.7,0.8,0.9,0.8,0.3,0.4,0.7
2922,500,0.3,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.7,0.8,0.6,0.4,0.4,0.6,0.7,0.8
2923,500,0.15,0.05,0.08,0.35,0.12,0.25,0.07,0.08,0.65,0.3,0.2,0.8,0.3,0.85,0.7,0.6
2924,500,0.65,0.1,0.05,0.15,0.05,0.25,0.2,0.2,0.4,0.3,0.8,0.9,0.7,0.4,0.5,0.6
2925,500,0.15,0.05,0.08,0.35,0.12,0.2,0.1,0.1,0.65,0.7,0.3,0.8,0.6,0.85,0.75,0.7
2926,500,0.7,0.0,0.02,0.15,0.03,0.45,0.15,0.2,0.8,0.9,0.7,0.9,0.3,0.6,0.4,0.7
2927,500,0.3,0.05,0.08,0.25,0.07,0.3,0.1,0.15,0.85,0.7,0.65,0.9,0.4,0.75,0.85,0.9
2928,500,0.2,0.05,0.15,0.1,0.05,0.25,0.25,0.15,0.65,0.8,0.7,0.9,0.8,0.6,0.7,0.6
2929,500,0.65,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.7,0.8,0.9,0.9,0.4,0.3,0.6,0.7
2930,500,0.65,0.05,0.02,0.25,0.08,0.3,0.15,0.15,0.75,0.85,0.45,0.4,0.35,0.8,0.7,0.65
2931,500,0.4,0.05,0.1,0.25,0.1,0.2,0.15,0.15,0.7,0.8,0.5,0.9,0.6,0.8,0.75,0.9
2932,500,0.3,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.7,0.8,0.9,0.4,0.7,0.6,0.8
2933,500,0.4,0.05,0.15,0.25,0.1,0.2,0.15,0.1,0.4,0.6,0.3,0.8,0.7,0.8,0.6,0.7
2934,500,0.7,0.1,0.15,0.25,0.2,0.15,0.05,0.1,0.6,0.8,0.3,0.9,0.4,0.8,0.7,0.9
2935,500,0.7,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.4,0.6,0.8,0.9,0.6,0.4,0.3,0.7
2936,344,0.3,0.05,0.1,0.25,0.2,0.15,0.1,0.15,0.4,0.3,0.2,0.8,0.4,0.7,0.5,0.6
2937,500,0.65,0.15,0.05,0.25,0.1,0.2,0.1,0.15,0.7,0.3,0.4,0.9,0.6,0.8,0.7,0.8
2938,500,0.3,0.2,0.15,0.25,0.05,0.2,0.1,0.05,0.6,0.7,0.4,0.8,0.7,0.8,0.6,0.8
2939,500,0.3,0.15,0.1,0.3,0.05,0.2,0.1,0.1,0.7,0.4,0.8,0.9,0.6,0.8,0.7,0.8
2940,500,0.3,0.2,0.1,0.25,0.15,0.15,0.05,0.1,0.4,0.6,0.3,0.8,0.8,0.7,0.6,0.7
2941,500,0.75,0.05,0.05,0.15,0.1,0.35,0.2,0.1,0.8,0.9,0.95,1.0,0.7,0.6,0.8,0.9
2942,500,0.85,0.15,0.2,0.15,0.05,0.2,0.1,0.15,0.8,0.9,0.7,0.9,0.6,0.8,0.9,0.95
2943,500,0.4,0.05,0.02,0.25,0.08,0.3,0.15,0.15,0.7,0.5,0.6,0.9,0.4,0.6,0.5,0.7
2944,500,0.3,0.05,0.15,0.35,0.05,0.15,0.15,0.1,0.7,0.8,0.6,0.9,0.4,0.7,0.8,0.9
2945,500,0.7,0.1,0.05,0.25,0.15,0.2,0.15,0.1,0.4,0.3,0.6,0.9,0.3,0.8,0.5,0.4
2946,500,0.3,0.15,0.1,0.2,0.05,0.2,0.2,0.1,0.4,0.6,0.8,0.9,0.3,0.6,0.5,0.4
2947,500,0.6,0.05,0.1,0.15,0.2,0.25,0.15,0.1,0.4,0.7,0.8,0.9,0.6,0.4,0.5,0.7
2948,500,0.65,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.7,0.8,0.4,0.9,0.4,0.7,0.6,0.8
2949,500,0.2,0.05,0.1,0.45,0.15,0.15,0.05,0.05,0.7,0.8,0.9,0.9,0.3,0.7,0.8,0.6
2950,500,0.4,0.05,0.02,0.15,0.08,0.35,0.15,0.2,0.7,0.9,0.8,0.3,0.8,0.3,0.5,0.9
2951,473,0.0,0.05,0.0,0.0,0.0,0.15,0.3,0.5,0.7,0.4,0.6,0.8,0.8,0.2,0.3,0.5
2952,500,0.4,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.4,0.7,0.8,0.9,0.6,0.7,0.4,0.5
2953,500,0.3,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.7,0.8,0.6,0.9,0.3,0.7,0.8,0.6
2954,500,0.4,0.2,0.1,0.15,0.05,0.2,0.1,0.2,0.6,0.3,0.8,0.9,0.8,0.3,0.4,0.7
2955,500,0.2,0.1,0.15,0.2,0.05,0.15,0.25,0.1,0.4,0.6,0.3,0.8,0.7,0.8,0.5,0.6
2956,500,0.2,0.05,0.08,0.15,0.12,0.25,0.2,0.15,0.7,0.8,0.6,0.9,0.6,0.4,0.5,0.8
2957,500,0.15,0.05,0.02,0.15,0.08,0.2,0.2,0.3,0.7,0.6,0.8,0.9,0.4,0.3,0.5,0.7
2958,500,0.3,0.05,0.02,0.15,0.08,0.35,0.2,0.15,0.7,0.8,0.6,0.4,0.6,0.4,0.7,0.8
2959,500,0.4,0.05,0.03,0.15,0.07,0.35,0.2,0.15,0.7,0.9,0.8,0.6,0.3,0.6,0.7,0.8
2960,500,0.85,0.05,0.02,0.15,0.08,0.35,0.15,0.2,0.75,0.6,0.45,0.9,0.4,0.7,0.65,0.55
2961,500,0.4,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.7,0.8,0.9,0.6,0.8,0.4,0.7,0.9
